Parameter Sets,Stats,Variance Ratio,SVM Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,Random Classifier Accuracy
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.857462686567164), 'Normal Variance': np.float64(1140.4468472933838), 'Normal Steady State Time': 10.0}",0.6799999999999997,0.6875,0.575,0.5875,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5277.550470306203), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.6186194029850745), 'Stressed Variance': np.float64(641.1436906312654), 'Stressed Steady State Time': 10.0}",0.6799999999999997,0.625,0.625,0.625,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.910186567164179), 'Normal Variance': np.float64(1028.9214484726554), 'Normal Steady State Time': 10.0}",0.6799999999999997,0.625,0.625,0.625,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5277.550470306203), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.2809328358208956), 'Stressed Variance': np.float64(913.7755916671308), 'Stressed Steady State Time': 10.0}",0.6799999999999997,0.575,0.5375,0.575,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.182089552238806), 'Normal Variance': np.float64(1119.264231454667), 'Normal Steady State Time': 10.0}",0.6799999999999997,0.575,0.5375,0.575,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.999589552238806), 'Stressed Variance': np.float64(862.9545893837713), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.5,0.5625,0.5375,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.850783582089552), 'Normal Variance': np.float64(1157.3803090874917), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.5,0.5625,0.5375,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.071231343283582), 'Stressed Variance': np.float64(874.0557096778235), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.625,0.6375,0.575,0.425
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.929664179104478), 'Normal Variance': np.float64(1142.6366573499108), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.625,0.6375,0.575,0.425
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.77160447761194), 'Stressed Variance': np.float64(685.494663843562), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.6125,0.6625,0.625,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.037126865671642), 'Normal Variance': np.float64(1083.078061894353), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.6125,0.6625,0.625,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.9119402985074627), 'Stressed Variance': np.float64(835.9202305636), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.5375,0.6125,0.5625,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.1273880597014925), 'Normal Variance': np.float64(1109.3258618344842), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.5375,0.6125,0.5625,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.006902985074627), 'Stressed Variance': np.float64(857.692004587603), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.575,0.675,0.6125,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.176753731343283), 'Normal Variance': np.float64(1283.638273043829), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.575,0.675,0.6125,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.0882462686567163), 'Stressed Variance': np.float64(876.1323991632325), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.6,0.65,0.4875,0.45
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.977126865671642), 'Normal Variance': np.float64(1140.0314544316664), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.6,0.65,0.4875,0.45
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.795970149253731), 'Stressed Variance': np.float64(723.9842673423925), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.675,0.6875,0.7125,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.044179104477612), 'Normal Variance': np.float64(1063.1291676097126), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.675,0.6875,0.7125,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.772462686567164), 'Stressed Variance': np.float64(785.6341222933838), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.5875,0.6375,0.5125,0.6125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.142910447761194), 'Normal Variance': np.float64(1109.2214422755624), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.5875,0.6375,0.5125,0.6125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.122537313432836), 'Stressed Variance': np.float64(892.5299099799508), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.5875,0.625,0.5375,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.90026119402985), 'Normal Variance': np.float64(1181.7718805287925), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.5875,0.625,0.5375,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5316.283909049994), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.1194029850746268), 'Stressed Variance': np.float64(895.4604444196926), 'Stressed Steady State Time': 10.0}",0.6899999999999997,0.5875,0.5,0.4875,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.893470149253731), 'Normal Variance': np.float64(1169.2258528834373), 'Normal Steady State Time': 10.0}",0.6899999999999997,0.5875,0.5,0.4875,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.0302611940298507), 'Stressed Variance': np.float64(771.9142708273001), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.625,0.6125,0.6125,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.000149253731343), 'Normal Variance': np.float64(1082.927835798619), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.625,0.6125,0.6125,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.9163432835820897), 'Stressed Variance': np.float64(880.5552403597684), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.6625,0.6125,0.5375,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.047873134328358), 'Normal Variance': np.float64(1078.9863275659945), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.6625,0.6125,0.5375,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.228134328358209), 'Stressed Variance': np.float64(949.9081039819558), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.6125,0.7125,0.5875,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.201977611940299), 'Normal Variance': np.float64(1288.991182656215), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.6125,0.7125,0.5875,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.2230223880597015), 'Stressed Variance': np.float64(1094.1715669845735), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.575,0.6375,0.5875,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.005522388059702), 'Normal Variance': np.float64(1172.9862381599467), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.575,0.6375,0.5875,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.8284328358208954), 'Stressed Variance': np.float64(685.2229527678771), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.6,0.6125,0.575,0.625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.927649253731343), 'Normal Variance': np.float64(1035.6422653695142), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.6,0.6125,0.575,0.625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.969626865671642), 'Stressed Variance': np.float64(871.3397491145023), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.575,0.5375,0.5125,0.4625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.151044776119403), 'Normal Variance': np.float64(1113.6780063711294), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.575,0.5375,0.5125,0.4625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.2801119402985073), 'Stressed Variance': np.float64(972.3033656591111), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.6375,0.65,0.6,0.4375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.96820895522388), 'Normal Variance': np.float64(1220.666526642905), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.6375,0.65,0.6,0.4375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.2848880597014927), 'Stressed Variance': np.float64(1137.1638761068723), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.6125,0.65,0.5375,0.375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.927425373134328), 'Normal Variance': np.float64(1153.837755311595), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.6125,0.65,0.5375,0.375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.975820895522388), 'Stressed Variance': np.float64(756.7799377589664), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.6125,0.6875,0.55,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.0113059701492535), 'Normal Variance': np.float64(1078.2766259063824), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.6125,0.6875,0.55,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5354.737673889649), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.1417910447761193), 'Stressed Variance': np.float64(880.9944475384272), 'Stressed Steady State Time': 10.0}",0.6999999999999996,0.65,0.575,0.5,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.057985074626866), 'Normal Variance': np.float64(1082.741488477389), 'Normal Steady State Time': 10.0}",0.6999999999999996,0.65,0.575,0.5,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.133283582089552), 'Stressed Variance': np.float64(977.3258922031633), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.5375,0.575,0.525,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.222761194029851), 'Normal Variance': np.float64(1295.159108793718), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.5375,0.575,0.525,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.7138059701492536), 'Stressed Variance': np.float64(837.9108541713076), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.625,0.6375,0.6375,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.225597014925373), 'Normal Variance': np.float64(1166.2369418077521), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.625,0.6375,0.6375,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.8797014925373134), 'Stressed Variance': np.float64(761.5175431944755), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.6625,0.6,0.575,0.45
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.961082089552239), 'Normal Variance': np.float64(1033.2214331574403), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.6625,0.6,0.575,0.45
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.1217164179104477), 'Stressed Variance': np.float64(898.3304089942083), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.525,0.55,0.45,0.45
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.0870522388059705), 'Normal Variance': np.float64(1090.295817430107), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.525,0.55,0.45,0.45
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.2219776119402983), 'Stressed Variance': np.float64(993.2517334024839), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.4875,0.65,0.525,0.5875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.162201492537314), 'Normal Variance': np.float64(1293.4883548549233), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.4875,0.65,0.525,0.5875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.6844402985074627), 'Stressed Variance': np.float64(825.3614295374806), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.6125,0.6125,0.5375,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.958022388059701), 'Normal Variance': np.float64(1140.5270065368122), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.6125,0.6125,0.5375,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.8826119402985073), 'Stressed Variance': np.float64(740.8549513867231), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.625,0.725,0.6,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.989589552238806), 'Normal Variance': np.float64(1074.5885110255626), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.625,0.725,0.6,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.175559701492537), 'Stressed Variance': np.float64(911.7285444628535), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.575,0.6375,0.55,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.165186567164179), 'Normal Variance': np.float64(1122.5212581741478), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.575,0.6375,0.55,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.284029850746269), 'Stressed Variance': np.float64(1001.2847001782135), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.6,0.55,0.6375,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.141641791044776), 'Normal Variance': np.float64(1251.3922510358655), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.6,0.55,0.6375,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5392.917736873543), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.4565298507462687), 'Stressed Variance': np.float64(660.432811838661), 'Stressed Steady State Time': 10.0}",0.7099999999999996,0.675,0.675,0.5875,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.812611940298507), 'Normal Variance': np.float64(1119.252945416574), 'Normal Steady State Time': 10.0}",0.7099999999999996,0.675,0.675,0.5875,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5430.829860486751), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.796268656716418), 'Stressed Variance': np.float64(786.4292398084207), 'Stressed Steady State Time': 10.0}",0.7199999999999996,0.6,0.6375,0.625,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.924440298507463), 'Normal Variance': np.float64(1024.3210444628537), 'Normal Steady State Time': 10.0}",0.7199999999999996,0.6,0.6375,0.625,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5430.829860486751), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.940410447761194), 'Stressed Variance': np.float64(804.7433520703386), 'Stressed Steady State Time': 10.0}",0.7199999999999996,0.6125,0.5625,0.5875,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.171716417910448), 'Normal Variance': np.float64(1123.5670060091336), 'Normal Steady State Time': 10.0}",0.7199999999999996,0.6125,0.5625,0.5875,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5430.829860486751), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(3.2910074626865673), 'Stressed Variance': np.float64(984.2251280894966), 'Stressed Steady State Time': 10.0}",0.7199999999999996,0.6,0.6,0.5375,0.4125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.017201492537313), 'Normal Variance': np.float64(1233.3600399295499), 'Normal Steady State Time': 10.0}",0.7199999999999996,0.6,0.6,0.5375,0.4125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(5430.829860486751), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(2.8390671641791045), 'Stressed Variance': np.float64(795.1033916671307), 'Stressed Steady State Time': 10.0}",0.7199999999999996,0.6,0.6625,0.5875,0.4
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.853059701492537), 'Normal Variance': np.float64(1133.1034085486747), 'Normal Steady State Time': 10.0}",0.7199999999999996,0.6,0.6625,0.5875,0.4
