Parameter Sets,Stats,Variance Ratio,LSTM Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.15671105719985054, 'rho': 849.8382870958076, 'd': 0.733497691295184, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.991946564885497, 'Stressed Variance': 438.01233972233547, 'Stressed Steady State Time': 13.63330807809682}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3799999999999999,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.769312977099236, 'Stressed Variance': 450.7038827341064, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.6875
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.1526447237281097, 'rho': 872.3221899033827, 'd': 0.7335315691261237, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93973282442748, 'Stressed Variance': 454.2590014553347, 'Stressed Steady State Time': 13.632678429795837}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3899999999999999,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.93587786259542, 'Stressed Variance': 474.8264227026397, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.6625
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.14878410028825917, 'rho': 894.8059872590173, 'd': 0.7335637638890738, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.084809160305344, 'Stressed Variance': 472.2966242002214, 'Stressed Steady State Time': 13.632080116640214}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.3999999999999998,0.8875
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.335381679389313, 'Stressed Variance': 518.1654198924887, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.1451139606451108, 'rho': 917.2896868374405, 'd': 0.7335943979656657, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.454007633587786, 'Stressed Variance': 524.7388007327661, 'Stressed Steady State Time': 13.631510856313856}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4099999999999998,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.14162054520118597, 'rho': 939.7732957325089, 'd': 0.733623582153828, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.28675572519084, 'Stressed Variance': 537.9286490166655, 'Stressed Steady State Time': 13.630968582881755}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.4199999999999998,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.14162054520118597, 'rho': 939.7732957325089, 'd': 0.733623582153828, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.333854961832062, 'Stressed Variance': 538.1316324675136, 'Stressed Steady State Time': 13.630968582881755}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4199999999999998,0.875
"[{'sigma_u': 18.0, 'sigma_b': 0.14162054520118597, 'rho': 939.7732957325089, 'd': 0.733623582153828, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.333854961832062, 'Stressed Variance': 538.1316324675136, 'Stressed Steady State Time': 13.630968582881755}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4199999999999998,0.875
"[{'sigma_u': 18.0, 'sigma_b': 0.14162054520118597, 'rho': 939.7732957325089, 'd': 0.733623582153828, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.333854961832062, 'Stressed Variance': 538.1316324675136, 'Stressed Steady State Time': 13.630968582881755}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4199999999999998,0.875
"[{'sigma_u': 18.0, 'sigma_b': 0.14162054520118597, 'rho': 939.7732957325089, 'd': 0.733623582153828, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.333854961832062, 'Stressed Variance': 538.1316324675136, 'Stressed Steady State Time': 13.630968582881755}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4199999999999998,0.875
"[{'sigma_u': 18.0, 'sigma_b': 0.14162054520118597, 'rho': 939.7732957325089, 'd': 0.733623582153828, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.333854961832062, 'Stressed Variance': 538.1316324675136, 'Stressed Steady State Time': 13.630968582881755}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4199999999999998,0.875
"[{'sigma_u': 18.0, 'sigma_b': 0.14162054520118597, 'rho': 939.7732957325089, 'd': 0.733623582153828, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.333854961832062, 'Stressed Variance': 538.1316324675136, 'Stressed Steady State Time': 13.630968582881755}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.4199999999999998,0.875
