Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.4693766659898038, 'rho': 287.6352504443378, 'd': 0.7309898829629575, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.069242424242423, 'Stressed Variance': 158.90414488062441, 'Stressed Steady State Time': 13.680079893125885}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.13,1.0,0.575,0.9875,0.575,0.9,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110795454545455, 'Stressed Variance': 176.82920163997935, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.525,0.9875,0.4875,0.775,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.43466717713082365, 'rho': 310.13422429167673, 'd': 0.7312590268608359, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.105151515151515, 'Stressed Variance': 174.96803406795223, 'Stressed Steady State Time': 13.675044864646951}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1399999999999999,1.0,0.625,1.0,0.5875,0.8125,0.45,1.0,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.09689393939394, 'Stressed Variance': 181.5334145948118, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.5625,0.7375,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.119128787878788, 'Stressed Variance': 182.89319469553493, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1499999999999999,1.0,0.6375,1.0,0.625,0.7625,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.252310606060606, 'Stressed Variance': 200.02721057019056, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.55,0.9875,0.5375,0.7625,0.45,1.0,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.27405303030303, 'Stressed Variance': 201.11644796688478, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1599999999999999,1.0,0.575,1.0,0.5625,0.8125,0.45,0.9875,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.055075757575757, 'Stressed Variance': 209.119921206382, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.55,1.0,0.5125,0.8125,0.45,1.0,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.88469696969697, 'Stressed Variance': 203.7055688475666, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1699999999999999,1.0,0.6125,1.0,0.5625,0.8125,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.901666666666667, 'Stressed Variance': 213.68858813131314, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.1799999999999999,0.9875,0.6125,0.9875,0.55,0.775,0.45,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.899128787878787, 'Stressed Variance': 213.9004689379591, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1799999999999999,0.9875,0.6,0.975,0.5625,0.8375,0.45,1.0,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.899128787878787, 'Stressed Variance': 213.9004689379591, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1799999999999999,0.9875,0.6,0.975,0.5625,0.8375,0.45,1.0,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.899128787878787, 'Stressed Variance': 213.9004689379591, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.1799999999999999,0.9875,0.6,0.975,0.5625,0.8375,0.45,1.0,0.9125
