Parameter Sets,Stats,Mean Ratio,Normal Mean,Stress Mean,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.8287462134621251, 'sigma_b': 0.17125378653787496, 'rho': 204.93307429504225, 'd': 0.2580556247049533, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.5302336448598, 'Stressed Variance': 19005.38366536597, 'Stressed Steady State Time': 38.751335148898434, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3599999999999994,100,135.99999999999994,0.8375,0.5625,0.75,0.5125,0.7125,0.45,0.525,0.95,0.95,0.75,0.925
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,1.0
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287522842041277, 'sigma_b': 0.17124771579587225, 'rho': 206.45018640366254, 'd': 0.25805929085590706, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 135.43056074766355, 'Stressed Variance': 17907.225552022013, 'Stressed Steady State Time': 38.7507846233047, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3699999999999994,100,136.99999999999994,0.8375,0.5375,0.7125,0.3875,0.6375,0.45,0.6125,1.0,0.95,0.7,0.9875
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.9875
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.9875
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287582663936404, 'sigma_b': 0.17124173360635958, 'rho': 207.96729858092849, 'd': 0.25806290393064935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 137.6411214953271, 'Stressed Variance': 18827.89064547122, 'Stressed Steady State Time': 38.75024208317579, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3799999999999994,100,137.99999999999994,0.825,0.5375,0.7,0.4625,0.7,0.45,0.6,1.0,0.975,0.7375,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.9625
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,1.0
"[{'sigma_u': 0.8287641619541737, 'sigma_b': 0.17123583804582626, 'rho': 209.4844108253597, 'd': 0.258066465073501, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 136.461261682243, 'Stressed Variance': 18694.10765822124, 'Stressed Steady State Time': 38.74970735601721, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3899999999999995,100,138.99999999999994,0.8125,0.65,0.75,0.45,0.6625,0.45,0.575,0.9625,0.925,0.75,0.975
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
"[{'sigma_u': 0.8287699727539296, 'sigma_b': 0.1712300272460703, 'rho': 211.001523135518, 'd': 0.25806997539612214, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 138.81420560747662, 'Stressed Variance': 19223.57080754651, 'Stressed Steady State Time': 38.749180274267054, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.3999999999999995,100,139.99999999999994,0.8125,0.65,0.7,0.4,0.675,0.45,0.5375,0.9875,0.975,0.675,1.0
