Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D 4-Head Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.020249353015011615, 'rho': 6537.803506862811, 'd': 0.734652937140171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849313, 'rho': 1179.1338138053677, 'd': 0.7827636158617437, 'label': 1}]","({'Stressed Mean': 9.090378787878787, 'Stressed Variance': 3047.0344074322775, 'Stressed Steady State Time': 13.611869625033583}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258547})",2.909999999999999,0.75,0.6125,0.7,0.625,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020249353015011615, 'rho': 6537.803506862811, 'd': 0.734652937140171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849313, 'rho': 1179.1338138053677, 'd': 0.7827636158617437, 'label': 1}]","({'Stressed Mean': 9.090378787878787, 'Stressed Variance': 3047.0344074322775, 'Stressed Steady State Time': 13.611869625033583}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258547})",2.909999999999999,0.75,0.6125,0.7,0.625,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.652613636363636, 'Stressed Variance': 3612.0034515022385, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.6625,0.4875,0.7125,0.525,0.5875,0.45,0.875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020179897948226215, 'rho': 6560.285336804428, 'd': 0.7346535348530091, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 11.549393939393939, 'Stressed Variance': 4103.545969329661, 'Stressed Steady State Time': 13.611858550440132}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9199999999999986,0.775,0.5375,0.7125,0.525,0.5375,0.45,0.925,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.44965909090909, 'Stressed Variance': 3001.396329429235, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.5625,0.775,0.5125,0.5875,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020110917713967565, 'rho': 6582.767166483512, 'd': 0.7346541284894523, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.743409090909092, 'Stressed Variance': 3098.06400959022, 'Stressed Steady State Time': 13.611847551393122}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.929999999999999,0.6875,0.675,0.775,0.6375,0.6375,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.702916666666667, 'Stressed Variance': 3248.491400583965, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7125,0.5875,0.6875,0.675,0.6125,0.45,0.8375,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020042407459520864, 'rho': 6605.248995949894, 'd': 0.7346547180910648, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.07840909090909, 'Stressed Variance': 3272.8196853477957, 'Stressed Steady State Time': 13.611836627122079}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9399999999999986,0.7625,0.5375,0.8,0.5875,0.65,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 10.134280303030303, 'Stressed Variance': 3615.1508703153695, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.662781954887219, 'Normal Variance': 1097.764780230652, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.7375,0.5875,0.775,0.5875,0.65,0.45,0.9375,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.01997436239803019, 'rho': 6627.730825168414, 'd': 0.7346553036988404, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.908181818181818, 'Stressed Variance': 3465.9417209366393, 'Stressed Steady State Time': 13.611825776867096}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.949999999999999,0.6625,0.575,0.75,0.525,0.6125,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.297234848484848, 'Stressed Variance': 3207.726840838786, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.65,0.5125,0.675,0.55,0.575,0.45,0.925,0.725
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
