Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9106795552679846, 'sigma_b': 0.08932044473201542, 'rho': 289.10857546325155, 'd': 0.2582330653621707, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.71214953271028, 'Stressed Variance': 21192.67798322998, 'Stressed Steady State Time': 38.72470779826373, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4500000000000008,1.0,1.4500000000000008,0.7875,0.5125,0.7875,0.4875,0.575,0.45,0.6,0.975,0.9875,0.9125,0.975
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9117955213386311, 'sigma_b': 0.08820447866136887, 'rho': 292.771419256288, 'd': 0.25823750402449935, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.915, 'Stressed Variance': 21320.82497126168, 'Stressed Steady State Time': 38.724042186572895, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4600000000000009,1.0,1.4600000000000009,0.9,0.55,0.8,0.625,0.7125,0.45,0.5375,1.0,0.9875,0.8,0.9875
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9128913333656682, 'sigma_b': 0.08710866663433173, 'rho': 296.4594253017557, 'd': 0.258241852492162, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.20785046728972, 'Stressed Variance': 21169.50586360381, 'Stressed Steady State Time': 38.72339012245706, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4700000000000009,1.0,1.4700000000000009,0.875,0.4625,0.7875,0.4875,0.5625,0.45,0.6,1.0,1.0,0.875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9139674578919367, 'sigma_b': 0.08603254210806341, 'rho': 300.17259383954286, 'd': 0.25824611319187085, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.30233644859813, 'Stressed Variance': 21907.829059961565, 'Stressed Steady State Time': 38.722751240674945, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4800000000000009,1.0,1.4800000000000009,0.9125,0.4625,0.8,0.525,0.5875,0.45,0.625,1.0,1.0,0.7875,1.0
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
