Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy,IY006B Transformer Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 7.522776271199605, 'rho': 112.73253466322001, 'd': 0.7145729158819119, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.62405303030303, 'Stressed Variance': 186.54976236082416, 'Stressed Steady State Time': 13.994373111186556}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9200000000000004,0.32,0.2944000000000001,0.625,0.425,0.575,0.425,0.425,0.45,0.5,0.7375,0.4,0.5125,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 7.522776271199605, 'rho': 112.73253466322001, 'd': 0.7145729158819119, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.62405303030303, 'Stressed Variance': 186.54976236082416, 'Stressed Steady State Time': 13.994373111186556}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9200000000000004,0.32,0.2944000000000001,0.625,0.425,0.575,0.425,0.425,0.45,0.5,0.7375,0.4,0.5125,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 7.522776271199605, 'rho': 112.73253466322001, 'd': 0.7145729158819119, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.62405303030303, 'Stressed Variance': 186.54976236082416, 'Stressed Steady State Time': 13.994373111186556}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9200000000000004,0.32,0.2944000000000001,0.625,0.425,0.575,0.425,0.425,0.45,0.5,0.7375,0.4,0.5125,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 7.522776271199605, 'rho': 112.73253466322001, 'd': 0.7145729158819119, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.62405303030303, 'Stressed Variance': 186.54976236082416, 'Stressed Steady State Time': 13.994373111186556}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9200000000000004,0.32,0.2944000000000001,0.625,0.425,0.575,0.425,0.425,0.45,0.5,0.7375,0.4,0.5125,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.359149813549167, 'rho': 114.54845108721211, 'd': 0.7148735406578322, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.498636363636365, 'Stressed Variance': 187.7203011707989, 'Stressed Steady State Time': 13.98848807692326}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9300000000000004,0.32,0.2976000000000001,0.625,0.475,0.5,0.5,0.4875,0.45,0.5,0.7375,0.4625,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.201306964744188, 'rho': 116.37851551473848, 'd': 0.7151680755128761, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.54117424242424, 'Stressed Variance': 195.1030774090335, 'Stressed Steady State Time': 13.982727057312498}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9400000000000004,0.32,0.3008000000000001,0.6125,0.525,0.4875,0.5125,0.6,0.45,0.5,0.75,0.5,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 7.048949483171565, 'rho': 118.22284505209564, 'd': 0.7154566669177045, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.55348484848485, 'Stressed Variance': 198.50373028007346, 'Stressed Steady State Time': 13.977086890644982}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9500000000000004,0.32,0.3040000000000001,0.6,0.5375,0.55,0.5375,0.5125,0.45,0.5,0.6875,0.45,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 6.901799848886997, 'rho': 120.08155141621401, 'd': 0.7157394579162448, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.526931818181815, 'Stressed Variance': 205.39813831353302, 'Stressed Steady State Time': 13.971564497943595}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",0.9600000000000004,0.32,0.3072000000000001,0.5875,0.525,0.4375,0.55,0.5375,0.45,0.5,0.6125,0.45,0.4625,0.5375
