Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.64587430794321, 'rho': 102.12680054443949, 'd': 0.7126326500532968, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.44912213740458, 'Stressed Variance': 163.20374732096033, 'Stressed Steady State Time': 14.032475216020645}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8600000000000003,0.32,0.2752000000000001,0.7875,0.475,0.65,0.4375,0.425,0.45,0.5125,0.8125,0.4875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.45091603053435, 'Stressed Variance': 166.4507968708117, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.44409090909091, 'Normal Variance': 223.54179841597795, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.875,0.5375,0.6625,0.5625,0.6125,0.45,0.55,0.875,0.5375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.439830911841424, 'rho': 103.8606442554416, 'd': 0.712973079031041, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.461335877862595, 'Stressed Variance': 165.0849172993998, 'Stressed Steady State Time': 14.02577501746686}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8700000000000003,0.32,0.2784000000000001,0.8,0.55,0.6125,0.5375,0.5875,0.45,0.5,0.85,0.525,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.520687022900766, 'Stressed Variance': 168.24705296311407, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.44409090909091, 'Normal Variance': 223.54179841597795, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8375,0.5125,0.6875,0.4875,0.5125,0.45,0.5,0.825,0.5375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.241929722089294, 'rho': 105.6077953874225, 'd': 0.7133064690037247, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.58835877862595, 'Stressed Variance': 169.24211639036187, 'Stressed Steady State Time': 14.019219556450961}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8800000000000003,0.32,0.28160000000000013,0.8,0.5875,0.65,0.5625,0.5625,0.45,0.575,0.8125,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 8.051695120353749, 'rho': 107.36841308058884, 'd': 0.7136329861344823, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.51297709923664, 'Stressed Variance': 173.5282285414603, 'Stressed Steady State Time': 14.012805173380151}, {'Normal Mean': 46.44409090909091, 'Normal Variance': 223.54179841597795, 'Normal Steady State Time': 13.610205889568428})",0.8900000000000003,0.32,0.2848000000000001,0.75,0.5125,0.6375,0.55,0.625,0.45,0.5,0.825,0.5,0.675
"[{'sigma_u': 18.0, 'sigma_b': 8.051695120353749, 'rho': 107.36841308058884, 'd': 0.7136329861344823, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.32770992366412, 'Stressed Variance': 175.5603161295962, 'Stressed Steady State Time': 14.012805173380151}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8900000000000003,0.32,0.2848000000000001,0.7375,0.55,0.6625,0.5375,0.5625,0.45,0.5125,0.8625,0.5375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 8.051695120353749, 'rho': 107.36841308058884, 'd': 0.7136329861344823, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.32770992366412, 'Stressed Variance': 175.5603161295962, 'Stressed Steady State Time': 14.012805173380151}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8900000000000003,0.32,0.2848000000000001,0.7375,0.55,0.6625,0.5375,0.5625,0.45,0.5125,0.8625,0.5375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 8.051695120353749, 'rho': 107.36841308058884, 'd': 0.7136329861344823, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.32770992366412, 'Stressed Variance': 175.5603161295962, 'Stressed Steady State Time': 14.012805173380151}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8900000000000003,0.32,0.2848000000000001,0.7375,0.55,0.6625,0.5375,0.5625,0.45,0.5125,0.8625,0.5375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 8.051695120353749, 'rho': 107.36841308058884, 'd': 0.7136329861344823, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.32770992366412, 'Stressed Variance': 175.5603161295962, 'Stressed Steady State Time': 14.012805173380151}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8900000000000003,0.32,0.2848000000000001,0.7375,0.55,0.6625,0.5375,0.5625,0.45,0.5125,0.8625,0.5375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 8.051695120353749, 'rho': 107.36841308058884, 'd': 0.7136329861344823, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.32770992366412, 'Stressed Variance': 175.5603161295962, 'Stressed Steady State Time': 14.012805173380151}, {'Normal Mean': 46.50878787878788, 'Normal Variance': 220.7379530762167, 'Normal Steady State Time': 13.610205889568428})",0.8900000000000003,0.32,0.2848000000000001,0.7375,0.55,0.6625,0.5375,0.5625,0.45,0.5125,0.8625,0.5375,0.575
