Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1638339.5983657094, 'sigma_b': 2.0, 'rho': 20663624.54198504, 'd': 1.2612525106240098, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.80723776223776, 'Stressed Variance': 270.4160245378747, 'Stressed Steady State Time': 7.928626437423272}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.650000000000001,0.5,0.8250000000000005,1.0,0.6125,1.0,0.6,0.725,0.45,0.9,0.5,1.0,0.4875,0.9875
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 1034495275.9710598, 'sigma_b': 2.0, 'rho': 13391024168.34141, 'd': 1.2944500041223026, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.973216783216785, 'Stressed Variance': 282.2512407012568, 'Stressed Steady State Time': 7.725288708064446}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.670000000000001,0.5,0.8350000000000005,1.0,0.4875,1.0,0.5375,0.6375,0.45,0.7,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
"[{'sigma_u': 3099123.787435745, 'sigma_b': 2.0, 'rho': 40635780.74135833, 'd': 1.3112014009273525, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.843881118881118, 'Stressed Variance': 280.4143331886645, 'Stressed Steady State Time': 7.62659343784064}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",1.680000000000001,0.5,0.8400000000000005,1.0,0.625,0.9875,0.575,0.675,0.45,0.6875,0.5,1.0,0.45,1.0
