Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 3.2937545757072924, 'sigma_b': 2.0, 'rho': 64.98270040455536, 'd': 1.2275351921820647, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.938251748251748, 'Stressed Variance': 143.55269064990952, 'Stressed Steady State Time': 8.14640595535515}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2000000000000006,0.5,0.6000000000000003,0.875,0.475,0.95,0.5125,0.4875,0.45,0.4375,0.5,0.9875,0.3625,0.6125
"[{'sigma_u': 3.2937545757072924, 'sigma_b': 2.0, 'rho': 64.98270040455536, 'd': 1.2275351921820647, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.938251748251748, 'Stressed Variance': 143.55269064990952, 'Stressed Steady State Time': 8.14640595535515}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2000000000000006,0.5,0.6000000000000003,0.875,0.475,0.95,0.5125,0.4875,0.45,0.4375,0.5,0.9875,0.3625,0.6125
"[{'sigma_u': 3.2937545757072924, 'sigma_b': 2.0, 'rho': 64.98270040455536, 'd': 1.2275351921820647, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.938251748251748, 'Stressed Variance': 143.55269064990952, 'Stressed Steady State Time': 8.14640595535515}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2000000000000006,0.5,0.6000000000000003,0.875,0.475,0.95,0.5125,0.4875,0.45,0.4375,0.5,0.9875,0.3625,0.6125
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.4701676355665274, 'sigma_b': 2.0, 'rho': 66.63805531936994, 'd': 1.2182086502449292, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.901888111888113, 'Stressed Variance': 145.70512930216637, 'Stressed Steady State Time': 8.208774414784719}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2100000000000006,0.5,0.6050000000000003,0.8625,0.4125,0.975,0.3875,0.4,0.45,0.4625,0.5,1.0,0.475,0.725
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.6606274039939577, 'sigma_b': 2.0, 'rho': 68.43164530331411, 'd': 1.2089056639734126, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.85167832167832, 'Stressed Variance': 147.44135732309644, 'Stressed Steady State Time': 8.271944038323184}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2200000000000006,0.5,0.6100000000000003,0.95,0.55,0.9875,0.5125,0.55,0.45,0.4,0.5,1.0,0.4,0.7125
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 3.8667958977274575, 'sigma_b': 2.0, 'rho': 70.38040863948639, 'd': 1.1996396306670343, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.86104895104895, 'Stressed Variance': 148.924049249352, 'Stressed Steady State Time': 8.335836649911034}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2300000000000006,0.5,0.6150000000000003,0.925,0.525,1.0,0.5625,0.525,0.45,0.3875,0.5,1.0,0.5625,0.65
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
